ID Wage Bin,Wage Bin,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Record Count,Geography,ID Geography,Slug Geography,share
13,"$120-130k",2014,"2014","true","true",1448708,29393.03279708345,73450,"United States","01000US","united-states",0.010630716634100203
14,"$130-140k",2014,"2014","true","true",1042306,24969.229451730655,53228,"United States","01000US","united-states",0.00764851145435964
15,"$140-150k",2014,"2014","true","true",635897,19532.26063754599,32934,"United States","01000US","united-states",0.0046662549081487896
16,"$150-160k",2014,"2014","true","true",790925,21771.003437857744,40143,"United States","01000US","united-states",0.005803860787560849
17,"$160-170k",2014,"2014","true","true",561689,18362.24806324956,28652,"United States","01000US","united-states",0.004121711618553296
18,"$170-180k",2014,"2014","true","true",331307,14114.37018359622,17167,"United States","01000US","united-states",0.0024311530245527987
19,"$180-190k",2014,"2014","true","true",311332,13683.272712766246,16170,"United States","01000US","united-states",0.0022845751325509932
20,"$190-200k",2014,"2014","true","true",212113,11298.48332456976,10960,"United States","01000US","united-states",0.0015564994446147162
21,"$200k+",2014,"2014","true","true",2471492,38245.473077122355,130494,"United States","01000US","united-states",0.01813597434089242
1,"< $10K",2014,"2014","true","true",1058271,23661.517029489787,54638,"New York","04000US36",,0.12231483381058192
2,"$10-20k",2014,"2014","true","true",1183695,24816.900086336573,54514,"New York","04000US36",,0.13681132451651493
3,"$20-30k",2014,"2014","true","true",1136446,24393.35297456427,52128,"New York","04000US36",,0.13135029082786978
4,"$30-40k",2014,"2014","true","true",1055850,23638.203581728587,50126,"New York","04000US36",,0.12203501492425184
5,"$40-50k",2014,"2014","true","true",883608,21868.145781770254,42785,"New York","04000US36",,0.10212730545739292
6,"$50-60k",2014,"2014","true","true",724149,19998.999420615102,35521,"New York","04000US36",,0.08369705357994227
7,"$60-70k",2014,"2014","true","true",570599,17923.605611008104,28232,"New York","04000US36",,0.06594976320572352
8,"$70-80k",2014,"2014","true","true",415427,15439.640024707673,20365,"New York","04000US36",,0.04801500226825512
9,"$80-90k",2014,"2014","true","true",350265,14233.09454588698,16816,"New York","04000US36",,0.04048358621247627
10,"$90-100k",2014,"2014","true","true",243503,11943.396938122081,11947,"New York","04000US36",,0.028144047202822462
11,"$100-110k",2014,"2014","true","true",257757,12277.573008034637,12507,"New York","04000US36",,0.029791522793796828
12,"$110-120k",2014,"2014","true","true",105962,7942.806714399111,5283,"New York","04000US36",,0.012247075106694675
13,"$120-130k",2014,"2014","true","true",111754,8154.235314674728,5436,"New York","04000US36",,0.012916513764118804
14,"$130-140k",2014,"2014","true","true",78657,6854.2556349668475,3867,"New York","04000US36",,0.00909116651882074
15,"$140-150k",2014,"2014","true","true",47145,5316.25868182451,2315,"New York","04000US36",,0.005449013381260456
16,"$150-160k",2014,"2014","true","true",63308,6154.734440652515,3067,"New York","04000US36",,0.007317130960671056
17,"$160-170k",2014,"2014","true","true",48372,5384.611086272629,2242,"New York","04000US36",,0.005590829892424028
18,"$170-180k",2014,"2014","true","true",28030,4103.757341840967,1365,"New York","04000US36",,0.003239703999930652
19,"$180-190k",2014,"2014","true","true",25240,3894.7988971217105,1239,"New York","04000US36",,0.002917236138360673
20,"$190-200k",2014,"2014","true","true",19800,3450.7209998233416,962,"New York","04000US36",,0.0022884815982385626
21,"$200k+",2014,"2014","true","true",244187,11959.673211801482,11738,"New York","04000US36",,0.02822310383985252
